,winner,loser,map,리마스터,방식,대회 레벨,대회 이름,중요도
260,오주영[인천대학교],김택용[Bisu],11,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
261,김석원[부천대학교],정명훈[FanTaSy],3,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
262,박소진[걸스데이],이영호[FlaSh],62,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
263,주성욱[Zest],김종민[코요테],17,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
264,최정문[서울대학교],엄정화[가수],21,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
265,김유진[sOs],김빛이라[기자],78,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
266,김석원[부천대학교],강현종[해설],23,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
267,전태양[TY],이호진[서울대학교],45,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
268,남휘종[강사],임성춘[IntotheRain],68,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
269,마재윤[sAviOr],이영호[FlaSh],57,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
270,오주영[인천대학교],김동건[서울대학교],62,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
271,김유진[sOs],김성아[고려대학교],4,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
272,김석원[부천대학교],김은아[숭실대학교],36,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
273,이호진[서울대학교],김준호[herO],39,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
274,김유진[sOs],유태성[경희대학교],66,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
275,이제동[JD],김유진[SES],61,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
276,김웅용[공학자],이영호[FlaSh],77,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
277,하연주[배우],주성욱[Zest],5,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
278,김대엽[Stats],하동훈[가수],2,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
279,오해찬[KAIST],이영호[FlaSh],9,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 플레이오프
280,오해찬[KAIST],김유진[sOs],1,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 플레이오프
281,오주영[인천대학교],오해찬[KAIST],69,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 플레이오프
282,오주영[인천대학교],이승현[Life],38,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 플레이오프
283,김태성[경기대학교],오주영[인천대학교],74,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 플레이오프
284,김석원[부천대학교],김태성[경기대학교],51,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 플레이오프
285,김석원[부천대학교],이신형[InNovation],4,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 플레이오프
286,최정문[서울대학교],주성욱[Zest],18,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 결승
287,최정문[서울대학교],오주영[인천대학교],11,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 결승
288,최정문[서울대학교],김석원[부천대학교],42,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 결승
289,이영호[FlaSh],최정문[서울대학교],56,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 결승
290,이영호[FlaSh],강한솔[간호사],77,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 결승
291,이영호[FlaSh],정명훈[FanTaSy],9,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 결승
292,이영호[FlaSh],김택용[Bisu],25,X,팀리그,프로리그,신한은행 프로리그 2015,라운드 결승
293,김윤[SW],장동민[코미디언],77,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
294,마재윤[sAviOr],공서영[아나운서],49,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
295,김동건[서울대학교],아이유(이지은)[가수],84,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
296,전태양[TY],이경아[SW],43,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
297,하연주[배우],장동민[코미디언],52,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
298,김나나[기자],이제동[JD],34,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
299,김웅용[공학자],아이유(이지은)[가수],39,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
300,허솔지[EXID],서유리[성우],56,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
301,조현아[KSK],김준호[herO],63,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
302,유태성[경희대학교],진세연(김윤정)[배우],24,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
303,김제동[방송인],지누(김진우)[지누션],68,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
304,최정문[서울대학교],장동민[코미디언],81,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
305,김택용[Bisu],김지원[아나운서],32,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
306,류현진[야구선수],아이유(이지은)[가수],55,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
307,김범진[강남대학교],정명훈[FanTaSy],42,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
308,김택용[Bisu],채민준[캐스터],84,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
309,김동건[서울대학교],강민[Nal_rA],73,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
310,김성아[고려대학교],김현정[가수],51,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
311,남휘종[강사],최정문[서울대학교],44,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
312,이정현[가수],박소진[걸스데이],52,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
313,최정문[서울대학교],김진경[경기대학교],79,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
314,김택용[Bisu],이신형[InNovation],43,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
315,정명훈[FanTaSy],방민아[걸스데이],33,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
316,김태성[경기대학교],김종민[코요테],81,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
317,김지민[코미디언],강한솔[간호사],84,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
318,김태성[경기대학교],최정문[서울대학교],47,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
319,이제동[JD],김동준[해설],82,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
320,허솔지[EXID],김종민[코요테],26,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
321,김대엽[Stats],김택용[Bisu],72,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
322,최정문[서울대학교],김웅용[공학자],79,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
323,김현정[가수],김준호[herO],32,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
324,정명훈[FanTaSy],유태성[경희대학교],50,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
325,최정문[서울대학교],이제동[JD],67,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
326,주성욱[Zest],김택용[Bisu],26,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
327,최정문[서울대학교],오주영[인천대학교],24,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
328,이영호[FlaSh],정명훈[FanTaSy],61,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
329,루나(박선영)[f(x)],김제동[방송인],56,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
330,김석원[부천대학교],강민[Nal_rA],67,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
331,김태성[경기대학교],손영지[관동대학교],89,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
332,이신형[InNovation],마재윤[sAviOr],58,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
333,김윤[SW],이승현[Life],61,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
334,남휘종[강사],오해찬[KAIST],79,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
335,김성아[고려대학교],김진경[경기대학교],52,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
336,제임스 폴 메카트니 경[비틀즈],정형돈[코미디언],28,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
337,김태성[경기대학교],김동건[서울대학교],29,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
338,안현진[한라대학교],유태성[경희대학교],53,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
339,허솔지[EXID],김범진[강남대학교],24,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
340,김준호[herO],남휘종[강사],85,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
341,김웅용[공학자],강현종[해설],67,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
342,이제동[JD],김윤[SW],47,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
343,김동건[서울대학교],김유진[sOs],46,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
344,루나(박선영)[f(x)],강현종[해설],65,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
345,남휘종[강사],오주영[인천대학교],30,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
346,김석원[부천대학교],김윤[SW],40,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
347,이영호[FlaSh],마재윤[sAviOr],31,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
348,노예란[가톨릭대학교],임성춘[IntotheRain],25,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
349,김석원[부천대학교],남휘종[강사],34,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
350,김진경[경기대학교],장동민[코미디언],74,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
351,이신형[InNovation],송지효(천수연)[배우],48,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
352,오해찬[KAIST],황지영[리포터],59,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
353,아이유(이지은)[가수],김태성[경기대학교],49,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
354,조현아[KSK],이승현[Life],58,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
355,방민아[걸스데이],션(노승환)[지누션],40,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
356,김태성[경기대학교],유태성[경희대학교],31,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
357,김준호[herO],김준호[코미디언],44,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
358,허솔지[EXID],오해찬[KAIST],37,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
359,이제동[JD],이승현[Life],84,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
360,김웅용[공학자],방민아[걸스데이],80,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
361,이영호[FlaSh],유태성[경희대학교],66,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
362,김유진[sOs],김준호[herO],46,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
363,김웅용[공학자],오주영[인천대학교],69,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
364,이호진[서울대학교],허솔지[EXID],57,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
365,이제동[JD],김석원[부천대학교],49,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
366,루나(박선영)[f(x)],하연주[배우],77,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
367,오주영[인천대학교],장동민[코미디언],67,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
368,루나(박선영)[f(x)],레이디제인(전지혜)[방송인],80,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
369,이영호[FlaSh],유병언[KSK],31,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
370,김유진[sOs],서유리[성우],48,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
371,이영호[FlaSh],이재은[경기대학교],33,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
372,김진경[경기대학교],주성욱[Zest],51,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
373,김석원[부천대학교],이정현[가수],36,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
374,오주영[인천대학교],방민아[걸스데이],24,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
375,루나(박선영)[f(x)],김태성[경기대학교],85,X,팀리그,프로리그,신한은행 프로리그 2015,정규시즌
